id,c_holder,c_cates,c_author,c_lang,record_type,status,number_of_pages,url
7686,"London ,British Library, Add MS 32263 f 233. BL_Add_MS_32263_233",1782 -,Monsr. le Marquis de Cordon,Cleartext: ... Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7686
7685,"London ,British Library, Add MS 32263 f 232. BL_Add_MS_32263_232",1781 -,,Cleartext: Plaintext: ...,Key,N/A,3,https://de-crypt.org/decrypt-web/RecordsView/7685
7684,"London ,British Library, Add MS 32263 f 230-231. BL_Add_MS_32263_230",1781 -,C.te de Rochambean,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7684
7683,"London ,British Library, Add MS 32263 f 228-229. BL_Add_MS_32263_228",1780 - 1783,Luzerne,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7683
7682,"London ,British Library, Add MS 32263 f 226-227. BL_Add_MS_32263_226",1780 -,Luzerne a Verg.,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7682
7681,"London ,British Library, Add MS 32263 f 220-225. BL_Add_MS_32263_220",1779 - 1780,Luzerne a Verg.,Cleartext: Plaintext: ...,Key,N/A,12,https://de-crypt.org/decrypt-web/RecordsView/7681
7680,"London ,British Library, Add MS 32263 f 218. BL_Add_MS_32263_218",1779 - 1780,M. de Bouille (Gov. of Martinico),Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7680
7679,"London ,British Library, Add MS 32263 f 216. BL_Add_MS_32263_216",1775 -,Guines,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7679
7678,"London ,British Library, Add MS 32263 f 215. BL_Add_MS_32263_215",1772 -,Saudray,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7678
7677,"London ,British Library, Add MS 32263 f 214. BL_Add_MS_32263_214",1772 -,Saudray,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7677
7676,"London ,British Library, Add MS 32263 f 213. BL_Add_MS_32263_213",1772 -,Saudray,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7676
7675,"London ,British Library, Add MS 32263 f 211. BL_Add_MS_32263_211",1771 -,C-te de Guines,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7675
7674,"London ,British Library, Add MS 32263 f 209-210. BL_Add_MS_32263_209",1771 -,C-te de Guines,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7674
7673,"London ,British Library, Add MS 32263 f 208. BL_Add_MS_32263_208",1771 -,G--------,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7673
7672,"London ,British Library, Add MS 32263 f 206. BL_Add_MS_32263_206",1768 -,Comte de Chatelet,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7672
7671,"London ,British Library, Add MS 32263 f 204. BL_Add_MS_32263_204",1768 -,Chatelet,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7671
7670,"London ,British Library, Add MS 32263 f 202. BL_Add_MS_32263_202",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7670
7669,"London ,British Library, Add MS 32263 f 200. BL_Add_MS_32263_200",1768 -,,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7669
7668,"London ,British Library, Add MS 32263 f 198-199. BL_Add_MS_32263_198",1766 -,Comte Guerchy,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7668
7667,"London ,British Library, Add MS 32263 f 194-197. BL_Add_MS_32263_194",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,8,https://de-crypt.org/decrypt-web/RecordsView/7667
7666,"London ,British Library, Add MS 32263 f 193. BL_Add_MS_32263_193",1766 -,Comte Guerchy,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7666
7665,"London ,British Library, Add MS 32263 f 192. BL_Add_MS_32263_192",1766 -,Comte de Guerchy,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7665
7664,"London ,British Library, Add MS 32263 f 191. BL_Add_MS_32263_191",1765 -,Mons. de Havrincour,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7664
7663,"London ,British Library, Add MS 32263 f 190. BL_Add_MS_32263_190",1765 -,Mons. de Havrincour,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7663
7662,"London ,British Library, Add MS 32263 f 188-189. BL_Add_MS_32263_188",1765 -,,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7662
7661,"London ,British Library, Add MS 32263 f 186-187. BL_Add_MS_32263_186",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7661
7660,"London ,British Library, Add MS 32263 f 185. BL_Add_MS_32263_185",1764 -,Berenger,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7660
7659,"London ,British Library, Add MS 32263 f 184. BL_Add_MS_32263_184",1763 - 1764,"Choiseul, Avrincour",Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7659
7658,"London ,British Library, Add MS 32263 f 183. BL_Add_MS_32263_183",1763 -,Nivernois,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7658
7657,"London ,British Library, Add MS 32263 f 182. BL_Add_MS_32263_182",1761 -,Marechal Broglie,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7657
7656,"London ,British Library, Add MS 32263 f 181. BL_Add_MS_32263_181",1761 -,Broglio,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7656
7655,"London ,British Library, Add MS 32263 f 171-180. BL_Add_MS_32263_171",1760 -,,Cleartext: Plaintext: ...,Key,N/A,20,https://de-crypt.org/decrypt-web/RecordsView/7655
7654,"London ,British Library, Add MS 32263 f 170. BL_Add_MS_32263_170",1759 -,Rocheford,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7654
7653,"London ,British Library, Add MS 32263 f 169. BL_Add_MS_32263_169",1757 -,New Orleans,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7653
7652,"London ,British Library, Add MS 32263 f 167-168. BL_Add_MS_32263_167",1756 -,Rochford,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7652
7651,"London ,British Library, Add MS 32263 f 165-166. BL_Add_MS_32263_165",1756 -,,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7651
7650,"London ,British Library, Add MS 32263 f 163-164. BL_Add_MS_32263_163",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7650
7649,"London ,British Library, Add MS 32263 f 162. BL_Add_MS_32263_162",1754 -,Marq. de Rouillé,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7649
7648,"London ,British Library, Add MS 32263 f 160. BL_Add_MS_32263_160",1754 -,Marq. de Rouillé,Cleartext: Plaintext: French,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7648
7647,"London ,British Library, Add MS 32263 f 158-159. BL_Add_MS_32263_158",1754 -,Marq. de Rouillé,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7647
7646,"London ,British Library, Add MS 32263 f 140-157. BL_Add_MS_32263_140",1754 -,,Cleartext: Plaintext: ...,Key,N/A,35,https://de-crypt.org/decrypt-web/RecordsView/7646
7645,"London ,British Library, Add MS 32263 f 139. BL_Add_MS_32263_139",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7645
7644,"London ,British Library, Add MS 32263 f 138. BL_Add_MS_32263_138",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7644
7643,"London ,British Library, Add MS 32263 f 137. BL_Add_MS_32263_137",1750 -,,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7643
7642,"London ,British Library, Add MS 32263 f 136. BL_Add_MS_32263_136",1750 -,Durand,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7642
7641,"London ,British Library, Add MS 32263 f 135. BL_Add_MS_32263_135",1750 -,Puysieux,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7641
7640,"London ,British Library, Add MS 32263 f 134. BL_Add_MS_32263_134",1750 -,Durand,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7640
7639,"London ,British Library, Add MS 32263 f 133. BL_Add_MS_32263_133",1750 -,Durand,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7639
7638,"London ,British Library, Add MS 32263 f 128-132. BL_Add_MS_32263_128",1750 -,Durand,Cleartext: Plaintext: ...,Key,N/A,6,https://de-crypt.org/decrypt-web/RecordsView/7638
7637,"London ,British Library, Add MS 32263 f 127. BL_Add_MS_32263_127",1749 -,Durand?,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7637
7636,"London ,British Library, Add MS 32263 f 126. BL_Add_MS_32263_126",1749 -,Mr. Durand,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7636
7635,"London ,British Library, Add MS 32263 f 125. BL_Add_MS_32263_125",1749 -,Puifsieux (Puysieux?),Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7635
7634,"London ,British Library, Add MS 32263 f 124. BL_Add_MS_32263_124",1749 -,Mirepoiy?,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7634
7633,"London ,British Library, Add MS 32263 f 123. BL_Add_MS_32263_123",1749 -,Puyieux (Puysieux?),Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7633
7632,"London ,British Library, Add MS 32263 f 122. BL_Add_MS_32263_122",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7632
7631,"London ,British Library, Add MS 32263 f 118-121. BL_Add_MS_32263_118",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,4,https://de-crypt.org/decrypt-web/RecordsView/7631
7630,"London ,British Library, Add MS 32263 f 117. BL_Add_MS_32263_117",1653 - 1850,,Cleartext: Plaintext: French,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7630
7629,"London ,British Library, Add MS 32263 f 116. BL_Add_MS_32263_116",1745 -,,Cleartext: Plaintext: French,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7629
7628,"London ,British Library, Add MS 32263 f 115. BL_Add_MS_32263_115",1745 -,Mr. Dupleix Pondicherry,Cleartext: Plaintext: French,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7628
7627,"London ,British Library, Add MS 32263 f 114. BL_Add_MS_32263_114",1745 -,Mons. Dupleix,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7627
7626,"London ,British Library, Add MS 32263 f 113. BL_Add_MS_32263_113",1744 -,Solenthal,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7626
7625,"London ,British Library, Add MS 32263 f 112. BL_Add_MS_32263_112",1741 -,Sculin,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7625
7624,"London ,British Library, Add MS 32263 f 111. BL_Add_MS_32263_111",1653 - 1850,Champigny France Maurepas,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7624
7623,"London ,British Library, Add MS 32263 f 110. BL_Add_MS_32263_110",1744 -,Mon. Larnage France Maurepas,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7623
7622,"London ,British Library, Add MS 32263 f 109. BL_Add_MS_32263_109",1744 -,Bufsy,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7622
7621,"London ,British Library, Add MS 32263 f 108. BL_Add_MS_32263_108",1743 -,Mernon,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7621
7620,"London ,British Library, Add MS 32263 f 106-107. BL_Add_MS_32263_106",1743 -,Bufsy,Cleartext: ... Plaintext: ...,Key,N/A,4,https://de-crypt.org/decrypt-web/RecordsView/7620
7619,"London ,British Library, Add MS 32263 f 105. BL_Add_MS_32263_105",1743 -,Bufsy,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7619
7618,"London ,British Library, Add MS 32263 f 104. BL_Add_MS_32263_104",1743 -,Bufsy,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7618
7617,"London ,British Library, Add MS 32263 f 103. BL_Add_MS_32263_103",1743 -,La Ville,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7617
7616,"London ,British Library, Add MS 32263 f 102. BL_Add_MS_32263_102",1743 -,La Ville,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7616
7615,"London ,British Library, Add MS 32263 f 101. BL_Add_MS_32263_101",1743 -,Bufsy,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7615
7614,"London ,British Library, Add MS 32263 f 100. BL_Add_MS_32263_100",1742 -,Bufsy,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7614
7613,"London ,British Library, Add MS 32263 f 99. BL_Add_MS_32263_099",1742 -,Bufsy,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7613
7612,"London ,British Library, Add MS 32263 f 98. BL_Add_MS_32263_098",1742 -,Bufsi,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7612
7611,"London ,British Library, Add MS 32263 f 96-97. BL_Add_MS_32263_096",1742 -,Carré,Cleartext: Plaintext:,Key,N/A,5,https://de-crypt.org/decrypt-web/RecordsView/7611
7610,"London ,British Library, Add MS 32263 f 95. BL_Add_MS_32263_095",1741 -,Silhouette,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7610
7609,"London ,British Library, Add MS 32263 f 94. BL_Add_MS_32263_094",1741 -,Silhouette At the French Court,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7609
7608,"London ,British Library, Add MS 32263 f 93. BL_Add_MS_32263_093",1653 - 1850,,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7608
7607,"London ,British Library, Add MS 32263 f 92. BL_Add_MS_32263_092",1741 -,La Martiniere,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7607
7606,"London ,British Library, Add MS 32263 f 90-91. BL_Add_MS_32263_090",1740 -,Amelot,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7606
7605,"London ,British Library, Add MS 32263 f 88-89. BL_Add_MS_32263_088",1740 -,Amelot,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7605
7604,"London ,British Library, Add MS 32263 f 86-87. BL_Add_MS_32263_086",1738 -,Cambis,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7604
7603,"London ,British Library, Add MS 32263 f 85. BL_Add_MS_32263_085",1738 -,Cambis,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7603
7602,"London ,British Library, Add MS 32263 f 83-84. BL_Add_MS_32263_083",1738 -,Mons. de la Ville,Cleartext: Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7602
7601,"London ,British Library, Add MS 32263 f 80-82. BL_Add_MS_32263_080",1653 - 1850,,Cleartext: Plaintext:,Key,N/A,4,https://de-crypt.org/decrypt-web/RecordsView/7601
7600,"London ,British Library, Add MS 32263 f 79. BL_Add_MS_32263_079",1653 - 1850,,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7600
7599,"London ,British Library, Add MS 32263 f 78. BL_Add_MS_32263_078",1738 -,La Ville ...,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7599
7598,"London ,British Library, Add MS 32263 f 77. BL_Add_MS_32263_077",1737 - 1738,"De la Ville, Cambis",Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7598
7597,"London ,British Library, Add MS 32263 f 75. BL_Add_MS_32263_075",1737 -,Lolenthal,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7597
7596,"London ,British Library, Add MS 32263 f 74. BL_Add_MS_32263_074",1637 -,Mo. de Bufsy,Cleartext: Plaintext: French?,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7596
7595,"London ,British Library, Add MS 32263 f 72-73. BL_Add_MS_32263_072",1737 -,Bufsy,Cleartext: Plaintext: French?,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7595
7594,"London ,British Library, Add MS 32263 f 71. BL_Add_MS_32263_071",1740 -,"Mons. de Bussy Petersbourg, Vienna",Cleartext: Plaintext: French?,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7594
7593,"London ,British Library, Add MS 32263 f 70. BL_Add_MS_32263_070",1732 -,Count Cambis Hague,Cleartext: Plaintext: French,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7593
7592,"London ,British Library, Add MS 32263 f 68-69. BL_Add_MS_32263_068",1653 - 1850,,Cleartext: ... Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7592
7591,"London ,British Library, Add MS 32263 f 67. BL_Add_MS_32263_067",1736 -,,Cleartext: ... Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7591
7590,"London ,British Library, Add MS 32263 f 65-66. BL_Add_MS_32263_065",1653 - 1850,,Cleartext: ... Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7590
7589,"London ,British Library, Add MS 32263 f 64. BL_Add_MS_32263_064",1653 - 1850,,Cleartext: ... Plaintext: French,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7589
7588,"London ,British Library, Add MS 32263 f 63. BL_Add_MS_32263_063",1735 - 1736,,Cleartext: ... Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7588
7587,"London ,British Library, Add MS 32263 f 61-62. BL_Add_MS_32263_061",1737 -,Count Cambis,Cleartext: ... Plaintext: French?,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7587
7586,"London ,British Library, Add MS 32263 f 59-60. BL_Add_MS_32263_059",1737 -,Count Cambis,Cleartext: ... Plaintext: French?,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7586
7585,"London ,British Library, Add MS 32263 f 58. BL_Add_MS_32263_058",1736 -,Chauvelin,Cleartext: ... Plaintext: French?,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7585
7584,"London ,British Library, Add MS 32263 f 56-57. BL_Add_MS_32263_056",1736 -,Chauvelin,Cleartext: ... Plaintext: French?,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7584
7583,"London ,British Library, Add MS 32263 f 54-55. BL_Add_MS_32263_054",1736 -,Chauvelin,Cleartext: ... Plaintext: French?,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7583
7582,"London ,British Library, Add MS 32263 f 52-53. BL_Add_MS_32263_052",1736 -,Chauvelin,Cleartext: ... Plaintext: French?,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7582
7581,"London ,British Library, Add MS 32263 f 50-51. BL_Add_MS_32263_050",1736 -,Chauvelin,Cleartext: ... Plaintext: French?,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7581
7580,"London ,British Library, Add MS 32263 f 49. BL_Add_MS_32263_049",1736 -,Chauvelin,Cleartext: ... Plaintext: French?,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7580
7579,"London ,British Library, Add MS 32263 f 47-48. BL_Add_MS_32263_047",1736 -,,Cleartext: ... Plaintext: French,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7579
7578,"London ,British Library, Add MS 32263 f 45-46. BL_Add_MS_32263_045",1734 -,M. de la Chetardie Prusse,Cleartext: ... Plaintext: ...,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7578
7577,"London ,British Library, Add MS 32263 f 44. BL_Add_MS_32263_044",1732 - 1733,Chavigny,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7577
7576,"London ,British Library, Add MS 32263 f 43. BL_Add_MS_32263_043",1733 -,Chavigny,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7576
7575,"London ,British Library, Add MS 32263 f 42. BL_Add_MS_32263_042",1732 - 1733,Chavigny,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7575
7574,"London ,British Library, Add MS 32263 f 41. BL_Add_MS_32263_041",1732 - 1734,Chavigny,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7574
7573,"London ,British Library, Add MS 32263 f 40. BL_Add_MS_32263_040",1732 -,"Mr. Chadrley, Schomberg? Bufsy Shering (near Harlow), Efnex?",Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7573
7572,"London ,British Library, Add MS 32263 f 39. BL_Add_MS_32263_039",1732 -,"Chavigny Poland, Germany Munich",Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7572
7571,"London ,British Library, Add MS 32263 f 38. BL_Add_MS_32263_038",1732 -,Chavigny Terring,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7571
7570,"London ,British Library, Add MS 32263 f 37. BL_Add_MS_32263_037",1732 -,Chavigny,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7570
7569,"London ,British Library, Add MS 32263 f 36. BL_Add_MS_32263_036",1732 -,Chavigny,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7569
7568,"London ,British Library, Add MS 32263 f 35. BL_Add_MS_32263_035",1732 -,M. de la Chetardie Prusse,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7568
7567,"London ,British Library, Add MS 32263 f 34. BL_Add_MS_32263_034",1730 - 1731,Count Watzdorf,Cleartext: Plaintext: French,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7567
7566,"London ,British Library, Add MS 32263 f 32-33. BL_Add_MS_32263_032",1653 - 1850,,Cleartext: ... Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7566
7565,"London ,British Library, Add MS 32263 f 31. BL_Add_MS_32263_031",1731 -,M. ...,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7565
7564,"London ,British Library, Add MS 32263 f 30. BL_Add_MS_32263_030",1730 -,,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7564
7563,"London ,British Library, Add MS 32263 f 29. BL_Add_MS_32263_029",1730 -,M. Poussin Hamburg,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7563
7562,"Dresden ,Saxon State Archive, Saxon Main State Archive Dresden Key of Jakob Heinrich von Flemming HStAD, 10026, Loc. 03233/02, ca. f. 185",1700 - 1728,Saxony Dresden,Cleartext: French Plaintext:,,,1,https://de-crypt.org/decrypt-web/RecordsView/7562
7561,"Dresden ,Saxon State Archive, Saxon Main State Archive Dresden Empty sheet for a key of Jakob Heinrich von Flemming HStAD, 10026, Loc. 03233/02, ca. f. 184",1700 - 1728,Saxony Dresden,Cleartext: Plaintext:,Key,,1,https://de-crypt.org/decrypt-web/RecordsView/7561
7560,"Dresden ,Saxon State Archive, Saxon Main State Archive Dresden Key of Jakob Heinrich von Flemming HStAD, 10026, Loc. 03233/02, ca. f. 183",1700 - 1728,Saxony Dresden,Cleartext: French Plaintext:,Key,,1,https://de-crypt.org/decrypt-web/RecordsView/7560
7559,"Dresden ,Saxon State Archive, Saxon Main State Archive Dresden Polish key of Jakob Heinrich von Flemming, HStAD, 10026, Loc. 03233/02, ca. f. 181",1700 - 1728,Saxony Dresden,Cleartext: Polish Plaintext:,Key,,4,https://de-crypt.org/decrypt-web/RecordsView/7559
7558,"Dresden ,Saxon State Archive, Saxon Main State Archive Dresden Regensburger Chiffre, HStAD, 10024, Loc. 08236/11, f. 187",1700 -,Saxony Dresden,Cleartext: german Plaintext:,Key,,1,https://de-crypt.org/decrypt-web/RecordsView/7558
7557,"Dresden ,Saxon State Archive, Saxon Main State Archive Dresden Regensburger Chiffre, HStAD, 10024, Loc. 08236/11, Bl. 184",1700 -,Saxony Dresden,Cleartext: german Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/7557
7556,"London ,British Library, Add MS 32263 f 28. BL_Add_MS_32263_028",1730 -,Broglie London,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7556
7555,"London ,British Library, Add MS 32263 f 27. BL_Add_MS_32263_027",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7555
7554,"London ,British Library, Add MS 32263 f 26. BL_Add_MS_32263_026",1729 -,Broglie,Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7554
7553,"London ,British Library, Add MS 32263 f 24-25. BL_Add_MS_32263_024",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,3,https://de-crypt.org/decrypt-web/RecordsView/7553
7552,"London ,British Library, Add MS 32263 f 22-23. BL_Add_MS_32263_022",1653 - 1850,,Cleartext: Plaintext: ...,Key,N/A,3,https://de-crypt.org/decrypt-web/RecordsView/7552
7551,"London ,British Library, Add MS 32263 f 21. BL_Add_MS_32263_021",1726 -,Bonié,Cleartext: Plaintext: French?,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7551
7550,"London ,British Library, Add MS 32263 f 20. BL_Add_MS_32263_020",1726 -,"Broglie, Chavigni France",Cleartext: Plaintext: ...,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/7550
