id,c_holder,c_cates,c_author,c_lang,record_type,status,number_of_pages,url
10198,", Desmaretz_1",1710 -,France Marly,Cleartext: Plaintext: French,Cipher,Partially decrypted,,https://de-crypt.org/decrypt-web/RecordsView/10198
10197,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 19. ACA_Diversos_Cajón_19_leg.30_9",1715 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10197
10196,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 16. ACA_Diversos_Cajón_19_leg.30_8",1718 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10196
10195,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 15. ACA_Diversos_Cajón_19_leg.30_7",1716 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10195
10194,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 8. ACA_Diversos_Cajón_19_leg.30_6",1711 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10194
10193,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 6. ACA_Diversos_Cajón_19_leg.30_5",1715 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10193
10192,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 5. ACA_Diversos_Cajón_19_leg.30_4",1715 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10192
10191,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 3. ACA_Diversos_Cajón_19_leg.30_3",1717 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10191
10190,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 2. ACA_Diversos_Cajón_19_leg.30_2",1715 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10190
10189,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 19, leg. 30, doc. 1. ACA_Diversos_Cajón_19_leg.30_1",1715 -,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10189
10188,"Barcelona ,Archivo de la Corona de Aragón, Reserva, 22. S. XVI. ACA_Reserva_22_1",1500 - 1599,,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10188
10187,"Barcelona ,Archivo de la Corona de Aragón, Reserva, 21. S. XVI. ACA_Reserva_21_1",1500 - 1599,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10187
10186,"Barcelona ,Archivo de la Corona de Aragón, Reserva, 20. S. XVI. ACA_Reserva_20_1",1500 - 1599,,Cleartext: Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10186
10185,"Barcelona ,Archivo de la Corona de Aragón, Reserva, 19. S. XVI. ACA_Reserva_19_1",1500 - 1599,,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10185
10184,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/113. ACA_Diversos_Sástago_193(Lío B)_10",1520 -,,Cleartext: Plaintext:,Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10184
10183,"Barcelona ,Archivo de la Corona de Aragón, Cancillería, Cartas reales Alfonso IV/V, Varia, 69. ACA_Cancillería_Cartas_reales _Alfonso_IV/V_Varia, 69.",1437 -,,Cleartext: Spanish Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10183
10182,"Barcelona ,Archivo de la Corona de Aragón, Cancillería, Procesos, volumen 53, fol. 24r-v. ACA_Cancillería_Procesos_volumen_53_1",1413 -,,Cleartext: Spanish Plaintext:,Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10182
10181,"Barcelona ,Archivo de la Corona de Aragón, Diversos,Legación en Génova y Turín, Cajón 1, leg. 22, doc. 67. ACA_Diversos_Cajón_1_leg.22_doc.67.",1718 -,,Cleartext: Plaintext:,Cipher,Non-decrypted,4,https://de-crypt.org/decrypt-web/RecordsView/10181
10180,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/83. ACA_Diversos_Sástago_193(Lío B)_9",1498 -,,Cleartext: Plaintext:,Cipher,Non-decrypted,7,https://de-crypt.org/decrypt-web/RecordsView/10180
10179,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/79. ACA_Diversos_Sástago_193(Lío B)_8",1498 -,,Cleartext: Spanish Plaintext:,Cipher,Non-decrypted,3,https://de-crypt.org/decrypt-web/RecordsView/10179
10178,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/77. ACA_Diversos_Sástago_193(Lío B)_7",1497 -,La Mejorada,Cleartext: Plaintext: Castilian,Cipher,Non-decrypted,1,https://de-crypt.org/decrypt-web/RecordsView/10178
10177,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/73. ACA_Diversos_Sástago_193(Lío B)_6",1497 -,,Cleartext: Plaintext:,Cipher,Non-decrypted,2,https://de-crypt.org/decrypt-web/RecordsView/10177
10176,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/71. ACA_Diversos_Sástago_193(Lío B)_5",1497 -,,Cleartext: Plaintext:,Cipher,Non-decrypted,3,https://de-crypt.org/decrypt-web/RecordsView/10176
10175,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/66. ACA_Diversos_Sástago_193(Lío B)_4",1496 -,,Cleartext: Plaintext:,Cipher,Non-decrypted,2,https://de-crypt.org/decrypt-web/RecordsView/10175
10174,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/64. ACA_Diversos_Sástago_193(Lío B)_3",1496 -,,Cleartext: Spanish Plaintext:,Cipher,Non-decrypted,6,https://de-crypt.org/decrypt-web/RecordsView/10174
10173,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/59. ACA_Diversos_Sástago_193(Lío B)_2",1495 -,,Cleartext: Plaintext:,Cipher,Non-decrypted,2,https://de-crypt.org/decrypt-web/RecordsView/10173
10172,"Barcelona ,Archivo de la Corona de Aragón, Diversos, Sástago, 193 (Lío B), nº 79/58. ACA_Diversos_Sástago_193(Lío B)_1",1495 -,,Cleartext: Plaintext:,Cipher,Non-decrypted,2,https://de-crypt.org/decrypt-web/RecordsView/10172
10171,"Barcelona ,Archivo de la Corona de Aragón, Cancillería, Registro 3225, fol. 59r. ACA_Cancillería_Registro_3225_1",1435 -,,Cleartext: Spanish Plaintext:,Cipher,Non-decrypted,1,https://de-crypt.org/decrypt-web/RecordsView/10171
10170,"Barcelona ,Archivo de la Corona de Aragón, Reserva, 12. Ca. 1420. ACA_Reserva_12_1",1420 -,,Cleartext: Spanish Plaintext:,Cipher,Non-decrypted,1,https://de-crypt.org/decrypt-web/RecordsView/10170
10169,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 207v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10169
10168,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 207r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10168
10167,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 206v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10167
10166,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 206r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10166
10165,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 205v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10165
10164,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 205r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10164
10163,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 204v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10163
10162,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 204r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10162
10161,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 203v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10161
10160,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 203r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10160
10159,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 202v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10159
10158,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 202r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10158
10157,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 201v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10157
10156,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 201r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10156
10155,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 200v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10155
10154,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 200r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10154
10153,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 199v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10153
10152,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 199r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10152
10151,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 198v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10151
10150,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 198r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10150
10149,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 197v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10149
10148,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 197r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10148
10147,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 194v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10147
10146,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 194r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10146
10145,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 193v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10145
10144,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 193r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10144
10143,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 192v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10143
10142,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 192r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10142
10141,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 191v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10141
10140,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 190v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10140
10139,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 190r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10139
10138,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 188v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10138
10137,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 188r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10137
10136,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 187v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10136
10135,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 187r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10135
10134,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 186v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10134
10133,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 186r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10133
10132,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 185v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10132
10131,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 185r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10131
10130,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 184v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10130
10129,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 184r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10129
10128,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 183v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10128
10127,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 183r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10127
10126,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 182r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10126
10125,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 181r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10125
10124,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 180v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10124
10123,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 180r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10123
10122,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 179v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10122
10121,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 179r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10121
10120,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 178v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10120
10119,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 178r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10119
10118,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 177v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10118
10117,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 176v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10117
10116,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 176r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10116
10115,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 175v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10115
10114,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 174v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,2,https://de-crypt.org/decrypt-web/RecordsView/10114
10113,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 174r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10113
10112,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 173v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10112
10111,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 173r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10111
10110,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 172v",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10110
10109,"Cremona ,State Library of Cremona / Biblioteca Statale di Cremona: www.bibliocremona.it Via Ugolani Dati, 4 - 26100 Cremona Italy, Cremona, BSCr, LC, ms. Albertoni 97 172r",1440 - 1480,,"Cleartext: Latin, Italian Plaintext: Italian",Key,N/A,1,https://de-crypt.org/decrypt-web/RecordsView/10109
